4/5/25, 2:33 PM
Project Statistics

                 	Segments	 Words	Characters (w/o spaces)	Characters (w/ spaces)	#Files	
Total:           	   22817	189117	                1174322	               1339416	   420	
Remaining:       	   21928	183953	                1140652	               1301422	   398	
Unique:          	   17753	172251	                1053352	               1206241	   420	
Unique Remaining:	   17097	167726	                1023507	               1172476	   398	


Individual File Statistics:

File Name                                                                                    	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (w/o spaces)	Remaining Characters (w/o spaces)	Unique Characters (w/o spaces)	Unique Remaining Characters (w/o spaces)	Total Characters (w/ spaces)	Remaining Characters (w/ spaces)	Unique Characters (w/ spaces)	Unique Remaining Characters (w/ spaces)	
manual/audio/global-audio-settings.md                                                        	            17	                17	             13	                       13	         63	             63	          56	                    56	                          496	                              496	                           427	                                     427	                         541	                             541	                          469	                                    469	
manual/audio/hrtf.md                                                                         	            34	                34	             27	                       27	        287	            287	         274	                   274	                         1770	                             1770	                          1658	                                    1658	                        2021	                            2021	                         1903	                                   1903	
manual/audio/import-audio.md                                                                 	            32	                32	             26	                       26	        251	            251	         235	                   235	                         1505	                             1505	                          1343	                                    1343	                        1726	                            1726	                         1555	                                   1555	
manual/audio/index.md                                                                        	            17	                17	              9	                        9	         63	             63	          44	                    44	                          466	                              466	                           277	                                     277	                         512	                             512	                          312	                                    312	
manual/audio/non-spatialized-audio.md                                                        	            96	                96	             67	                       67	        535	            535	         485	                   485	                         3317	                             3317	                          2914	                                    2914	                        3775	                            3775	                         3344	                                   3344	
manual/audio/play-a-range-within-an-audio-file.md                                            	            23	                23	             16	                       16	        130	            130	         116	                   116	                          951	                              951	                           802	                                     802	                        1052	                            1052	                          897	                                    897	
manual/audio/set-an-audio-device.md                                                          	            19	                19	             11	                       11	         76	             76	          67	                    67	                          527	                              527	                           438	                                     438	                         594	                             594	                          501	                                    501	
manual/audio/spatialized-audio.md                                                            	            30	                30	             23	                       23	        273	            273	         258	                   258	                         1710	                             1710	                          1537	                                    1537	                        1949	                            1949	                         1770	                                   1770	
manual/audio/stream-audio.md                                                                 	            22	                22	             15	                       15	        161	            161	         143	                   143	                         1030	                             1030	                           828	                                     828	                        1165	                            1165	                          954	                                    954	
manual/engine/asset-introspection.md                                                         	           223	               223	            219	                      219	       3251	           3251	        3238	                  3238	                        19250	                            19250	                         19121	                                   19121	                       22252	                           22252	                        22114	                                  22114	
manual/engine/assets/asset-bundles.md                                                        	            69	                69	             65	                       65	        462	            462	         458	                   458	                         2908	                             2908	                          2869	                                    2869	                        3310	                            3310	                         3270	                                   3270	
manual/engine/assets/asset-control.md                                                        	            27	                27	             24	                       24	        397	            397	         379	                   379	                         2005	                             2005	                          1919	                                    1919	                        2371	                            2371	                         2271	                                   2271	
manual/engine/assets/index.md                                                                	            36	                35	             32	                       32	        351	            350	         327	                   327	                         2074	                             2068	                          1959	                                    1959	                        2388	                            2382	                         2253	                                   2253	
manual/engine/build-pipeline.md                                                              	           178	               178	            177	                      177	       2933	           2933	        2928	                  2928	                        17044	                            17044	                         16987	                                   16987	                       19791	                           19791	                        19730	                                  19730	
manual/engine/entity-component-system/flexible-processing.md                                 	            51	                51	             42	                       42	        382	            382	         374	                   374	                         2922	                             2922	                          2830	                                    2830	                        3262	                            3262	                         3161	                                   3161	
manual/engine/entity-component-system/index.md                                               	            26	                26	             25	                       25	        291	            291	         290	                   290	                         1643	                             1643	                          1635	                                    1635	                        1907	                            1907	                         1899	                                   1899	
manual/engine/entity-component-system/managing-entities.md                                   	            27	                26	             26	                       26	        295	            294	         294	                   294	                         2061	                             2053	                          2053	                                    2053	                        2321	                            2313	                         2313	                                   2313	
manual/engine/entity-component-system/usage.md                                               	            62	                62	             54	                       54	        475	            475	         469	                   469	                         3451	                             3451	                          3379	                                    3379	                        3857	                            3857	                         3781	                                   3781	
manual/engine/file-system.md                                                                 	            65	                65	             49	                       49	        190	            190	         181	                   181	                         1513	                             1513	                          1412	                                    1412	                        1634	                            1634	                         1530	                                   1530	
manual/engine/index.md                                                                       	            11	                11	              6	                        6	         32	             32	          12	                    12	                          250	                              250	                           142	                                     142	                         270	                             270	                          148	                                    148	
manual/engine/package.md                                                                     	            11	                11	              9	                        9	         98	             98	          95	                    95	                          550	                              550	                           501	                                     501	                         637	                             637	                          587	                                    587	
manual/engine/project.md                                                                     	             6	                 6	              5	                        5	         73	             73	          71	                    71	                          431	                              431	                           394	                                     394	                         498	                             498	                          460	                                    460	
manual/engine/resources.md                                                                   	             6	                 6	              5	                        5	         67	             67	          65	                    65	                          416	                              416	                           379	                                     379	                         477	                             477	                          439	                                    439	
manual/engine/solution.md                                                                    	            22	                22	             20	                       20	        308	            308	         305	                   305	                         1666	                             1666	                          1621	                                    1621	                        1951	                            1951	                         1905	                                   1905	
manual/extensibility/csharp-libraries.md                                                     	            21	                21	             18	                       18	        184	            184	         182	                   182	                         1306	                             1306	                          1265	                                    1265	                        1459	                            1459	                         1418	                                   1418	
manual/extensibility/index.md                                                                	             5	                 5	              4	                        4	         46	             46	          45	                    45	                          235	                              235	                           223	                                     223	                         276	                             276	                          264	                                    264	
manual/files-and-folders/cached-files.md                                                     	            40	                40	             37	                       37	        397	            397	         384	                   384	                         2248	                             2248	                          2173	                                    2173	                        2595	                            2595	                         2510	                                   2510	
manual/files-and-folders/distribute-a-game.md                                                	            61	                61	             54	                       54	        533	            533	         523	                   523	                         3188	                             3188	                          3113	                                    3113	                        3655	                            3655	                         3577	                                   3577	
manual/files-and-folders/index.md                                                            	             7	                 7	              4	                        4	         31	             31	          24	                    24	                          203	                              203	                           142	                                     142	                         227	                             227	                          162	                                    162	
manual/files-and-folders/project-structure.md                                                	            25	                25	             22	                       22	        213	            213	         206	                   206	                         1306	                             1306	                          1252	                                    1252	                        1494	                            1494	                         1436	                                   1436	
manual/files-and-folders/version-control.md                                                  	            69	                69	             57	                       57	        616	            616	         600	                   600	                         3370	                             3370	                          3233	                                    3233	                        3941	                            3941	                         3792	                                   3792	
manual/game-studio/add-entities.md                                                           	            48	                48	             47	                       47	        439	            439	         437	                   437	                         2409	                             2409	                          2402	                                    2402	                        2797	                            2797	                         2789	                                   2789	
manual/game-studio/archetypes.md                                                             	            51	                51	             47	                       47	        486	            486	         477	                   477	                         2789	                             2789	                          2704	                                    2704	                        3223	                            3223	                         3134	                                   3134	
manual/game-studio/assets.md                                                                 	            22	                21	             20	                       20	        141	            140	         137	                   137	                          939	                              933	                           920	                                     920	                        1053	                            1047	                         1032	                                   1032	
manual/game-studio/create-a-scene.md                                                         	            40	                40	             37	                       37	        301	            301	         294	                   294	                         1699	                             1699	                          1631	                                    1631	                        1959	                            1959	                         1888	                                   1888	
manual/game-studio/create-assets.md                                                          	            47	                47	             40	                       40	        401	            401	         383	                   383	                         2125	                             2125	                          2006	                                    2006	                        2478	                            2478	                         2348	                                   2348	
manual/game-studio/game-settings.md                                                          	           190	               187	            150	                      150	       1259	           1256	        1153	                  1153	                         7643	                             7621	                          6851	                                    6851	                        8703	                            8681	                         7849	                                   7849	
manual/game-studio/index.md                                                                  	            49	                48	             36	                       36	        383	            381	         356	                   356	                         2101	                             2091	                          1854	                                    1854	                        2435	                            2424	                         2174	                                   2174	
manual/game-studio/load-scenes.md                                                            	            62	                62	             54	                       54	        543	            543	         525	                   525	                         3305	                             3305	                          3149	                                    3149	                        3766	                            3766	                         3600	                                   3600	
manual/game-studio/manage-assets.md                                                          	            98	                98	             86	                       86	        750	            750	         714	                   714	                         4026	                             4026	                          3767	                                    3767	                        4676	                            4676	                         4392	                                   4392	
manual/game-studio/manage-entities.md                                                        	            74	                74	             63	                       63	        615	            615	         593	                   593	                         3368	                             3368	                          3202	                                    3202	                        3913	                            3913	                         3734	                                   3734	
manual/game-studio/manage-scenes.md                                                          	            72	                72	             56	                       56	        717	            717	         638	                   638	                         3903	                             3903	                          3355	                                    3355	                        4542	                            4542	                         3933	                                   3933	
manual/game-studio/navigate-in-the-scene-editor.md                                           	            97	                97	             88	                       88	        687	            687	         668	                   668	                         3751	                             3751	                          3601	                                    3601	                        4350	                            4350	                         4191	                                   4191	
manual/game-studio/prefabs/create-a-prefab.md                                                	            27	                27	             21	                       21	        198	            198	         185	                   185	                         1200	                             1200	                          1064	                                    1064	                        1370	                            1370	                         1228	                                   1228	
manual/game-studio/prefabs/edit-prefabs.md                                                   	            31	                31	             22	                       22	        200	            200	         180	                   180	                         1217	                             1217	                          1018	                                    1018	                        1385	                            1385	                         1176	                                   1176	
manual/game-studio/prefabs/index.md                                                          	            26	                26	             16	                       16	        265	            265	         237	                   237	                         1360	                             1360	                          1097	                                    1097	                        1601	                            1601	                         1322	                                   1322	
manual/game-studio/prefabs/nested-prefabs.md                                                 	            23	                23	             15	                       15	        208	            208	         190	                   190	                         1113	                             1113	                           936	                                     936	                        1297	                            1297	                         1111	                                   1111	
manual/game-studio/prefabs/override-prefab-properties.md                                     	            46	                46	             35	                       35	        363	            363	         337	                   337	                         2098	                             2098	                          1878	                                    1878	                        2413	                            2413	                         2178	                                   2178	
manual/game-studio/prefabs/prefab-models.md                                                  	            28	                28	             19	                       19	        229	            229	         206	                   206	                         1319	                             1319	                          1105	                                    1105	                        1522	                            1522	                         1295	                                   1295	
manual/game-studio/prefabs/use-prefabs.md                                                    	            68	                68	             56	                       56	        660	            660	         635	                   635	                         3778	                             3778	                          3521	                                    3521	                        4378	                            4378	                         4108	                                   4108	
manual/game-studio/scenes.md                                                                 	            15	                15	              7	                        7	         83	             83	          59	                    59	                          508	                              508	                           311	                                     311	                         575	                             575	                          363	                                    363	
manual/game-studio/splash-screen.md                                                          	            32	                32	             17	                       17	        217	            217	         158	                   158	                         1314	                             1314	                           935	                                     935	                        1498	                            1498	                         1076	                                   1076	
manual/game-studio/use-assets.md                                                             	           105	               104	             79	                       79	        762	            761	         726	                   726	                         4736	                             4728	                          4423	                                    4423	                        5393	                            5385	                         5054	                                   5054	
manual/game-studio/world-units.md                                                            	             7	                 7	              6	                        6	         32	             32	          30	                    30	                          159	                              159	                           152	                                     152	                         184	                             184	                          176	                                    176	
manual/get-started/create-a-project.md                                                       	            58	                58	             55	                       55	        562	            562	         549	                   549	                         3029	                             3029	                          2945	                                    2945	                        3537	                            3537	                         3443	                                   3443	
manual/get-started/index.md                                                                  	            19	                19	             14	                       14	        149	            149	         140	                   140	                          895	                              895	                           812	                                     812	                        1025	                            1025	                          938	                                    938	
manual/get-started/install-stride.md                                                         	            68	                68	             63	                       63	        604	            604	         596	                   596	                         3893	                             3893	                          3815	                                    3815	                        4427	                            4427	                         4346	                                   4346	
manual/get-started/launch-a-game.md                                                          	            44	                44	             35	                       35	        293	            293	         283	                   283	                         1795	                             1795	                          1693	                                    1693	                        2048	                            2048	                         1940	                                   1940	
manual/get-started/launch-stride.md                                                          	            32	                32	             27	                       27	        321	            321	         309	                   309	                         1765	                             1765	                          1664	                                    1664	                        2051	                            2051	                         1943	                                   1943	
manual/get-started/update-stride.md                                                          	            29	                29	             28	                       28	        391	            391	         390	                   390	                         2236	                             2236	                          2219	                                    2219	                        2597	                            2597	                         2580	                                   2580	
manual/get-started/visual-studio-extension.md                                                	            11	                11	              8	                        8	         80	             80	          60	                    60	                          517	                              517	                           406	                                     406	                         586	                             586	                          458	                                    458	
manual/graphics/cameras/animate-a-camera-with-a-model-file.md                                	            81	                81	             57	                       57	        864	            864	         693	                   693	                         4989	                             4989	                          3954	                                    3954	                        5764	                            5764	                         4585	                                   4585	
manual/graphics/cameras/camera-slots.md                                                      	            42	                42	             40	                       40	        384	            384	         381	                   381	                         2186	                             2186	                          2163	                                    2163	                        2523	                            2523	                         2499	                                   2499	
manual/graphics/cameras/index.md                                                             	           100	               100	             73	                       73	        804	            804	         615	                   615	                         4511	                             4511	                          3434	                                    3434	                        5215	                            5215	                         3977	                                   3977	
manual/graphics/effects-and-shaders/compile-shaders.md                                       	            63	                63	             60	                       60	        728	            728	         723	                   723	                         4010	                             4010	                          3944	                                    3944	                        4675	                            4675	                         4608	                                   4608	
manual/graphics/effects-and-shaders/custom-shaders.md                                        	           102	               102	             86	                       86	        781	            781	         766	                   766	                         4962	                             4962	                          4809	                                    4809	                        5655	                            5655	                         5494	                                   5494	
manual/graphics/effects-and-shaders/effect-language.md                                       	            53	                53	             50	                       50	        511	            511	         506	                   506	                         3600	                             3600	                          3557	                                    3557	                        4044	                            4044	                         3999	                                   3999	
manual/graphics/effects-and-shaders/index.md                                                 	            30	                29	             25	                       25	        225	            224	         216	                   216	                         1533	                             1526	                          1463	                                    1463	                        1725	                            1718	                         1651	                                   1651	
manual/graphics/effects-and-shaders/shading-language/automatic-shader-stage-input-output.md  	            53	                53	             47	                       47	        663	            663	         650	                   650	                         4197	                             4197	                          4049	                                    4049	                        4780	                            4780	                         4626	                                   4626	
manual/graphics/effects-and-shaders/shading-language/composition.md                          	            59	                59	             50	                       50	        520	            520	         493	                   493	                         4015	                             4015	                          3750	                                    3750	                        4431	                            4431	                         4151	                                   4151	
manual/graphics/effects-and-shaders/shading-language/index.md                                	            11	                11	              6	                        6	         93	             93	          77	                    77	                          666	                              666	                           520	                                     520	                         747	                             747	                          591	                                    591	
manual/graphics/effects-and-shaders/shading-language/shader-classes-mixins-and-inheritance.md	            89	                89	             78	                       78	        784	            784	         740	                   740	                         5143	                             5143	                          4781	                                    4781	                        5825	                            5825	                         5432	                                   5432	
manual/graphics/effects-and-shaders/shading-language/shader-stages.md                        	            50	                50	             41	                       41	        369	            369	         345	                   345	                         2658	                             2658	                          2444	                                    2444	                        2950	                            2950	                         2722	                                   2722	
manual/graphics/effects-and-shaders/shading-language/templates.md                            	            25	                25	             19	                       19	        175	            175	         156	                   156	                         1220	                             1220	                          1046	                                    1046	                        1364	                            1364	                         1178	                                   1178	
manual/graphics/graphics-api.md                                                              	            11	                11	              8	                        8	         92	             92	          89	                    89	                          671	                              671	                           637	                                     637	                         741	                             741	                          707	                                    707	
manual/graphics/graphics-compositor/custom-scene-renderers.md                                	            31	                31	             21	                       21	        137	            137	         115	                   115	                         1347	                             1347	                          1118	                                    1118	                        1464	                            1464	                         1216	                                   1216	
manual/graphics/graphics-compositor/debug-renderers.md                                       	            69	                69	             47	                       47	        305	            305	         291	                   291	                         2544	                             2544	                          2431	                                    2431	                        2798	                            2798	                         2676	                                   2676	
manual/graphics/graphics-compositor/index.md                                                 	            71	                71	             57	                       57	        561	            561	         515	                   515	                         3416	                             3416	                          3038	                                    3038	                        3904	                            3904	                         3495	                                   3495	
manual/graphics/graphics-compositor/render-groups-and-masks.md                               	            25	                25	             15	                       15	        181	            181	         146	                   146	                         1112	                             1112	                           793	                                     793	                        1267	                            1267	                          924	                                    924	
manual/graphics/graphics-compositor/render-textures.md                                       	           114	               114	             87	                       87	        922	            922	         790	                   790	                         5800	                             5800	                          4942	                                    4942	                        6606	                            6606	                         5643	                                   5643	
manual/graphics/graphics-compositor/scene-renderers.md                                       	            87	                86	             54	                       54	        539	            538	         440	                   440	                         3276	                             3270	                          2576	                                    2576	                        3726	                            3720	                         2960	                                   2960	
manual/graphics/index.md                                                                     	            27	                25	             18	                       18	        169	            167	         147	                   147	                         1132	                             1117	                           950	                                     950	                        1273	                            1258	                         1078	                                   1078	
manual/graphics/lights-and-shadows/add-a-light.md                                            	            25	                25	             24	                       24	        123	            123	         121	                   121	                          803	                              803	                           796	                                     796	                         899	                             899	                          891	                                    891	
manual/graphics/lights-and-shadows/ambient-lights.md                                         	            31	                31	             19	                       19	        152	            152	         132	                   132	                         1019	                             1019	                           805	                                     805	                        1135	                            1135	                          915	                                    915	
manual/graphics/lights-and-shadows/directional-lights.md                                     	            93	                93	             69	                       69	        756	            756	         689	                   689	                         4417	                             4417	                          3945	                                    3945	                        5075	                            5075	                         4560	                                   4560	
manual/graphics/lights-and-shadows/index.md                                                  	            14	                14	              3	                        3	         41	             41	          17	                    17	                          342	                              342	                            96	                                      96	                         367	                             367	                          110	                                    110	
manual/graphics/lights-and-shadows/light-probes.md                                           	            81	                81	             63	                       63	        688	            688	         627	                   627	                         3867	                             3867	                          3380	                                    3380	                        4474	                            4474	                         3946	                                   3946	
manual/graphics/lights-and-shadows/light-shafts.md                                           	            91	                91	             69	                       69	        823	            823	         748	                   748	                         5124	                             5124	                          4545	                                    4545	                        5853	                            5853	                         5223	                                   5223	
manual/graphics/lights-and-shadows/point-lights.md                                           	            45	                45	             22	                       22	        246	            246	         177	                   177	                         1608	                             1608	                          1133	                                    1133	                        1806	                            1806	                         1287	                                   1287	
manual/graphics/lights-and-shadows/shadows.md                                                	            50	                50	             42	                       42	        477	            477	         454	                   454	                         2854	                             2854	                          2653	                                    2653	                        3281	                            3281	                         3067	                                   3067	
